Time,Amount,Actual_Fraud,Isolation_Forest_Prediction,Random_Forest_Prediction,Fraud_Status
28444.0,236.84,0,0,0,Legitimate
61790.0,4.49,0,0,0,Legitimate
67923.0,58.0,0,0,0,Legitimate
85882.0,15.6,0,0,0,Legitimate
32361.0,37.92,0,0,0,Legitimate
56033.0,99.0,0,0,0,Legitimate
134765.0,250.0,0,0,0,Legitimate
165722.0,7.0,0,0,0,Legitimate
46876.0,121.98,0,0,0,Legitimate
42491.0,36.0,0,0,0,Legitimate
42238.0,36.0,0,0,0,Legitimate
119026.0,122.75,0,0,0,Legitimate
79563.0,40.5,0,0,0,Legitimate
3068.0,28.58,0,0,0,Legitimate
71968.0,20.9,0,0,0,Legitimate
42133.0,24.0,0,0,0,Legitimate
87639.0,14.83,0,0,0,Legitimate
128686.0,365.03,0,0,0,Legitimate
79538.0,12.99,0,0,0,Legitimate
62205.0,302.39,0,0,0,Legitimate
120464.0,2.99,0,0,0,Legitimate
44605.0,647.0,0,0,0,Legitimate
32976.0,584.75,0,0,0,Legitimate
100887.0,15.95,0,0,0,Legitimate
84517.0,1.0,0,0,0,Legitimate
78827.0,8.99,0,0,0,Legitimate
124584.0,4.99,0,0,0,Legitimate
10967.0,14.95,0,0,0,Legitimate
122889.0,1.79,0,0,0,Legitimate
113583.0,12.57,0,0,0,Legitimate
123886.0,24.75,0,0,0,Legitimate
113011.0,1.0,0,0,0,Legitimate
56810.0,12.31,0,0,0,Legitimate
69981.0,7.83,0,0,0,Legitimate
167386.0,1.79,0,0,0,Legitimate
129534.0,35.0,0,0,0,Legitimate
158250.0,12.31,0,0,0,Legitimate
34061.0,11.41,0,0,0,Legitimate
136489.0,280.35,0,0,0,Legitimate
135787.0,1.79,0,0,0,Legitimate
141217.0,90.0,0,0,0,Legitimate
82493.0,27.72,0,0,0,Legitimate
116171.0,29.0,0,0,0,Legitimate
170856.0,97.88,0,0,0,Legitimate
166552.0,5.46,0,0,0,Legitimate
78300.0,2.18,0,0,0,Legitimate
77433.0,360.0,0,0,0,Legitimate
32865.0,33.98,0,0,0,Legitimate
64670.0,228.0,0,0,0,Legitimate
125500.0,128.19,0,0,0,Legitimate
112865.0,37.53,0,0,0,Legitimate
84523.0,1.0,0,0,0,Legitimate
120792.0,10.99,0,0,0,Legitimate
128759.0,0.76,0,1,1,Legitimate
142049.0,6.0,0,0,0,Legitimate
44823.0,31.1,0,0,0,Legitimate
40363.0,30.0,0,0,0,Legitimate
130223.0,15.0,0,0,0,Legitimate
66308.0,0.9,0,0,0,Legitimate
20066.0,29.67,0,0,0,Legitimate
150030.0,324.99,0,0,0,Legitimate
64733.0,8.07,0,0,0,Legitimate
152494.0,30.0,0,0,0,Legitimate
149478.0,115.0,0,0,0,Legitimate
67748.0,2.5,0,0,0,Legitimate
79137.0,1.0,0,0,0,Legitimate
77983.0,1.0,0,0,0,Legitimate
140798.0,266.85,0,0,0,Legitimate
113057.0,1.0,0,0,0,Legitimate
66004.0,24.9,0,0,0,Legitimate
58650.0,278.94,0,0,0,Legitimate
50984.0,39.95,0,0,0,Legitimate
39157.0,20.0,0,0,0,Legitimate
149332.0,1.98,0,0,0,Legitimate
146194.0,445.45,0,0,0,Legitimate
69062.0,99.95,0,0,0,Legitimate
133492.0,40.0,0,0,0,Legitimate
109505.0,0.9,0,0,0,Legitimate
39845.0,127.0,0,0,0,Legitimate
134714.0,3.5,0,0,0,Legitimate
84917.0,83.23,0,0,0,Legitimate
54775.0,194.0,0,0,0,Legitimate
47646.0,68.64,0,0,0,Legitimate
126767.0,10.0,0,0,0,Legitimate
61295.0,1.39,0,0,0,Legitimate
164587.0,74.26,0,0,0,Legitimate
73471.0,1.0,0,0,0,Legitimate
118223.0,57.68,0,0,0,Legitimate
83506.0,14.89,0,0,0,Legitimate
106843.0,180.06,0,0,0,Legitimate
50763.0,10.0,0,0,0,Legitimate
136554.0,10.45,0,0,0,Legitimate
58343.0,86.29,0,0,0,Legitimate
161851.0,71.0,0,0,0,Legitimate
139553.0,24.99,0,0,0,Legitimate
45740.0,0.37,0,0,0,Legitimate
139024.0,12.6,0,0,0,Legitimate
144414.0,0.76,0,0,0,Legitimate
10967.0,15.95,0,0,0,Legitimate
2928.0,1.0,0,0,0,Legitimate
138421.0,15.0,0,0,0,Legitimate
148475.0,4.0,0,0,0,Legitimate
116368.0,103.0,0,0,0,Legitimate
13956.0,8.54,0,0,0,Legitimate
145562.0,60.0,0,0,0,Legitimate
52250.0,187.99,0,0,0,Legitimate
284.0,1.0,0,0,0,Legitimate
100891.0,15.95,0,0,0,Legitimate
72547.0,29.75,0,0,0,Legitimate
40418.0,7.81,0,0,0,Legitimate
78171.0,115.1,0,0,0,Legitimate
124253.0,19.99,0,0,0,Legitimate
124367.0,6.0,0,0,0,Legitimate
65889.0,2.99,0,0,0,Legitimate
169594.0,28.15,0,0,0,Legitimate
133388.0,0.89,0,0,0,Legitimate
148667.0,82.64,0,0,0,Legitimate
41826.0,48.8,0,0,0,Legitimate
164022.0,4.99,0,0,0,Legitimate
97220.0,15.37,0,1,0,Legitimate
76204.0,29.8,0,0,0,Legitimate
39834.0,36.0,0,0,0,Legitimate
37318.0,51.52,0,0,0,Legitimate
75290.0,84.99,0,0,0,Legitimate
102182.0,23.88,0,0,0,Legitimate
51417.0,1.0,0,1,0,Legitimate
53446.0,12.0,0,0,0,Legitimate
79688.0,74.0,0,0,0,Legitimate
79219.0,2.42,0,0,0,Legitimate
34869.0,10.0,0,0,0,Legitimate
80219.0,180.0,0,0,0,Legitimate
37043.0,10.62,0,0,0,Legitimate
24475.0,27.11,0,0,0,Legitimate
68965.0,11.53,0,1,0,Legitimate
64658.0,11.47,0,0,0,Legitimate
124060.0,89.9,0,0,0,Legitimate
121157.0,29.8,0,0,0,Legitimate
106469.0,1.98,0,0,0,Legitimate
149889.0,20.97,0,0,0,Legitimate
33648.0,670.41,0,0,0,Legitimate
160122.0,1.98,0,0,0,Legitimate
89721.0,61.71,0,0,0,Legitimate
90241.0,1.98,0,0,0,Legitimate
87473.0,15.0,0,0,0,Legitimate
119412.0,101.18,0,0,0,Legitimate
136620.0,435.0,0,0,0,Legitimate
157381.0,1.0,0,0,0,Legitimate
76161.0,13.76,0,0,0,Legitimate
56803.0,14.93,0,0,0,Legitimate
147437.0,0.89,0,0,0,Legitimate
37933.0,24.0,0,0,0,Legitimate
1968.0,1.08,0,0,0,Legitimate
127575.0,22.95,0,0,0,Legitimate
159917.0,12.0,0,0,0,Legitimate
135758.0,0.77,0,0,0,Legitimate
32681.0,21.85,0,0,0,Legitimate
56746.0,178.0,0,0,0,Legitimate
45553.0,132.3,0,0,0,Legitimate
119370.0,13.73,0,0,0,Legitimate
65139.0,39.31,0,0,0,Legitimate
80129.0,1.0,0,0,0,Legitimate
141898.0,26.08,0,0,0,Legitimate
28055.0,0.77,0,1,0,Legitimate
82730.0,283.5,0,0,0,Legitimate
68815.0,25.87,0,0,0,Legitimate
158772.0,4.49,0,0,0,Legitimate
131947.0,202.44,0,0,0,Legitimate
136247.0,80.0,0,0,0,Legitimate
72848.0,3.59,0,0,0,Legitimate
62759.0,1.0,0,0,0,Legitimate
149979.0,12.04,0,0,0,Legitimate
65745.0,0.0,0,0,0,Legitimate
150967.0,1.0,0,0,0,Legitimate
7173.0,1.0,0,0,0,Legitimate
14029.0,136.9,0,0,0,Legitimate
163105.0,0.79,0,0,0,Legitimate
122725.0,124.65,0,0,0,Legitimate
136093.0,6.0,0,0,0,Legitimate
27.0,1.8,0,0,0,Legitimate
66831.0,82.26,0,0,0,Legitimate
32483.0,11.87,0,0,0,Legitimate
89090.0,1018.43,0,0,0,Legitimate
65657.0,33.33,0,0,0,Legitimate
136171.0,19.15,0,0,0,Legitimate
156259.0,0.89,0,0,0,Legitimate
150106.0,9.86,0,0,0,Legitimate
43615.0,464.32,0,0,0,Legitimate
110847.0,99.0,0,0,0,Legitimate
46855.0,2.69,0,0,0,Legitimate
160516.0,35.85,0,0,0,Legitimate
123816.0,144.0,0,0,0,Legitimate
3273.0,80.18,0,0,0,Legitimate
128043.0,12.06,0,0,0,Legitimate
162837.0,442.0,0,0,0,Legitimate
146397.0,29.99,0,0,0,Legitimate
93848.0,53.1,0,0,0,Legitimate
108422.0,9.39,0,0,0,Legitimate
1227.0,23.88,0,0,0,Legitimate
119114.0,3.48,0,0,0,Legitimate
113569.0,53.0,0,0,0,Legitimate
171758.0,8.99,0,0,0,Legitimate
132854.0,189.81,0,0,0,Legitimate
121988.0,28.56,0,0,0,Legitimate
123218.0,19.0,0,0,0,Legitimate
28870.0,0.0,0,0,0,Legitimate
41522.0,100.76,0,0,0,Legitimate
161727.0,20.0,0,0,0,Legitimate
49600.0,22.44,0,0,0,Legitimate
36588.0,44.11,0,0,0,Legitimate
51173.0,15.0,0,0,0,Legitimate
20284.0,13.95,0,0,0,Legitimate
152219.0,5.8,0,0,0,Legitimate
73732.0,49.99,0,0,0,Legitimate
68421.0,28.39,0,0,0,Legitimate
123985.0,10.77,0,0,0,Legitimate
137290.0,8.41,0,0,0,Legitimate
149024.0,1.0,0,0,0,Legitimate
79090.0,150.03,0,0,0,Legitimate
139138.0,29.0,0,0,0,Legitimate
114114.0,0.75,0,0,0,Legitimate
165634.0,1.0,0,0,0,Legitimate
21446.0,395.52,0,0,0,Legitimate
170098.0,324.91,0,1,0,Legitimate
51293.0,113.75,0,0,0,Legitimate
134726.0,103.16,0,0,0,Legitimate
84598.0,1.29,0,0,0,Legitimate
69556.0,18.94,0,0,0,Legitimate
130465.0,150.0,0,0,0,Legitimate
75730.0,22.73,0,0,0,Legitimate
38724.0,14.4,0,1,0,Legitimate
156082.0,12.0,0,0,0,Legitimate
37352.0,1.18,0,0,0,Legitimate
43263.0,303.0,0,0,0,Legitimate
141606.0,1.98,0,0,0,Legitimate
38713.0,106.0,0,0,0,Legitimate
138591.0,855.8,0,0,0,Legitimate
157316.0,0.78,0,0,0,Legitimate
124261.0,15.6,0,0,0,Legitimate
34023.0,17.18,0,0,0,Legitimate
157910.0,4.74,0,0,0,Legitimate
119747.0,68.42,0,0,0,Legitimate
166488.0,19.9,0,0,0,Legitimate
87764.0,5.0,0,0,0,Legitimate
166414.0,1.29,0,0,0,Legitimate
166127.0,118.74,0,0,0,Legitimate
64875.0,49.89,0,0,0,Legitimate
142543.0,185.54,0,0,0,Legitimate
172435.0,20.0,0,0,0,Legitimate
119710.0,52.13,0,0,0,Legitimate
121030.0,1286.22,0,0,0,Legitimate
42439.0,25.0,0,0,0,Legitimate
172379.0,165.0,0,0,0,Legitimate
51596.0,1.0,0,0,0,Legitimate
78073.0,1.0,0,0,0,Legitimate
116618.0,4.49,0,0,0,Legitimate
49254.0,29.99,0,0,0,Legitimate
84787.0,11.83,0,0,0,Legitimate
34511.0,4.49,0,0,0,Legitimate
33307.0,7.0,0,0,0,Legitimate
35891.0,52.0,0,0,0,Legitimate
138149.0,33.65,0,0,0,Legitimate
84440.0,2.15,0,0,0,Legitimate
54899.0,60.0,0,0,0,Legitimate
49059.0,46.64,0,0,0,Legitimate
166528.0,154.0,0,0,0,Legitimate
107510.0,30.0,0,0,0,Legitimate
155317.0,109.85,0,0,0,Legitimate
128500.0,22.69,0,0,0,Legitimate
39551.0,159.0,0,0,0,Legitimate
39515.0,49.99,0,0,0,Legitimate
71674.0,0.99,0,0,0,Legitimate
138090.0,2.99,0,0,0,Legitimate
50206.0,11.5,0,0,0,Legitimate
33705.0,15.0,0,0,0,Legitimate
31239.0,4.0,0,0,0,Legitimate
159395.0,9.99,0,0,0,Legitimate
49902.0,184.65,0,0,0,Legitimate
133185.0,188.9,0,0,0,Legitimate
158779.0,47.92,0,0,0,Legitimate
39500.0,0.79,0,0,0,Legitimate
1259.0,0.89,0,0,0,Legitimate
50988.0,154.0,0,0,0,Legitimate
164522.0,71.88,0,0,0,Legitimate
140587.0,78.9,0,0,0,Legitimate
79560.0,55.14,0,0,0,Legitimate
56145.0,1.0,0,0,0,Legitimate
100574.0,13.7,0,0,0,Legitimate
79041.0,0.0,0,0,0,Legitimate
145398.0,12.0,0,0,0,Legitimate
48688.0,137.0,0,0,0,Legitimate
61098.0,58.96,0,0,0,Legitimate
45549.0,45.0,0,0,0,Legitimate
28211.0,0.89,0,0,0,Legitimate
59598.0,42.0,0,0,0,Legitimate
59499.0,18.47,0,0,0,Legitimate
112418.0,1.0,0,0,0,Legitimate
163675.0,35.9,0,0,0,Legitimate
115618.0,45.85,0,0,0,Legitimate
61401.0,49.99,0,0,0,Legitimate
41464.0,11.9,0,0,0,Legitimate
42610.0,17.99,0,0,0,Legitimate
90361.0,17.69,0,0,0,Legitimate
136098.0,8.65,0,0,0,Legitimate
130922.0,14.0,0,0,0,Legitimate
142603.0,8.99,0,0,0,Legitimate
61908.0,250.0,0,0,0,Legitimate
73982.0,8.43,0,0,0,Legitimate
28770.0,29.69,0,0,0,Legitimate
125074.0,83.85,0,0,0,Legitimate
64983.0,3.99,0,0,0,Legitimate
76259.0,40.0,0,0,0,Legitimate
151989.0,8.0,0,0,0,Legitimate
35925.0,13.09,0,0,0,Legitimate
157254.0,523.79,0,0,0,Legitimate
140579.0,53.12,0,0,0,Legitimate
152503.0,109.0,0,0,0,Legitimate
150218.0,2500.0,0,1,0,Legitimate
10585.0,36.16,0,0,0,Legitimate
58034.0,171.98,0,0,0,Legitimate
75754.0,89.99,0,0,0,Legitimate
67334.0,13.53,0,0,0,Legitimate
141792.0,7.17,0,0,0,Legitimate
166957.0,0.99,0,0,0,Legitimate
41287.0,28.62,0,0,0,Legitimate
138384.0,47.9,0,0,0,Legitimate
137445.0,15.0,0,0,0,Legitimate
48519.0,15.0,0,0,0,Legitimate
146316.0,785.29,0,0,0,Legitimate
154327.0,1.98,0,0,0,Legitimate
114278.0,37.0,0,0,0,Legitimate
138391.0,1.0,0,0,0,Legitimate
160357.0,96.97,0,0,0,Legitimate
43811.0,99.9,0,0,0,Legitimate
81318.0,0.89,0,0,0,Legitimate
79295.0,101.45,0,0,0,Legitimate
48645.0,156.14,0,0,0,Legitimate
79025.0,1.0,0,0,0,Legitimate
88460.0,70.0,0,0,0,Legitimate
149616.0,6.99,0,0,0,Legitimate
65544.0,15.35,0,0,0,Legitimate
42677.0,24.99,0,0,0,Legitimate
144066.0,410.0,0,0,0,Legitimate
72000.0,207.7,0,0,0,Legitimate
35135.0,4.99,0,0,0,Legitimate
46063.0,42.99,0,0,0,Legitimate
69557.0,38.09,0,0,0,Legitimate
122506.0,10.76,0,0,0,Legitimate
31440.0,96.8,0,0,0,Legitimate
163704.0,1.0,0,0,0,Legitimate
45551.0,189.95,0,0,0,Legitimate
108462.0,758.84,0,1,0,Legitimate
146796.0,1.79,0,0,0,Legitimate
130331.0,26.1,0,0,0,Legitimate
74729.0,171.32,0,0,0,Legitimate
88451.0,40.0,0,0,0,Legitimate
136105.0,1.0,0,0,0,Legitimate
145937.0,75.25,0,0,0,Legitimate
131797.0,390.0,0,0,0,Legitimate
118901.0,4.64,0,0,0,Legitimate
112990.0,1.0,0,0,0,Legitimate
69197.0,5.35,0,0,0,Legitimate
74972.0,139.78,0,0,0,Legitimate
112079.0,4.16,0,1,0,Legitimate
153041.0,1.98,0,0,0,Legitimate
45789.0,1.0,0,0,0,Legitimate
68578.0,12.95,0,0,0,Legitimate
40399.0,41.5,0,0,0,Legitimate
72537.0,0.76,0,0,0,Legitimate
54209.0,80.34,0,0,0,Legitimate
63339.0,339.0,0,0,0,Legitimate
68868.0,21.5,0,0,0,Legitimate
62066.0,67.0,0,0,0,Legitimate
152377.0,100.96,0,0,0,Legitimate
62773.0,134.9,0,0,0,Legitimate
35648.0,41.08,0,0,0,Legitimate
129866.0,15.0,0,0,0,Legitimate
21951.0,36.0,0,0,0,Legitimate
148670.0,10.68,0,0,0,Legitimate
167802.0,1317.54,0,0,0,Legitimate
27440.0,1.13,0,0,0,Legitimate
83267.0,13.34,0,0,0,Legitimate
80322.0,100.0,0,0,0,Legitimate
51113.0,1007.46,0,1,0,Legitimate
133904.0,67.92,0,0,0,Legitimate
90518.0,1.79,0,0,0,Legitimate
30245.0,80.0,0,0,0,Legitimate
57178.0,1.98,0,0,0,Legitimate
110417.0,181.14,0,0,0,Legitimate
44561.0,125.05,0,0,0,Legitimate
138120.0,108.99,0,0,0,Legitimate
44390.0,16.53,0,0,0,Legitimate
127569.0,854.42,0,0,0,Legitimate
137015.0,9.5,0,0,0,Legitimate
160705.0,1.98,0,0,0,Legitimate
80244.0,0.77,0,1,0,Legitimate
10529.0,0.26,0,0,0,Legitimate
145232.0,9.99,0,0,0,Legitimate
142452.0,0.0,0,0,0,Legitimate
91306.0,1.0,0,0,0,Legitimate
34599.0,11.5,0,0,0,Legitimate
74882.0,1.98,0,0,0,Legitimate
67554.0,59.0,0,0,0,Legitimate
59665.0,6.0,0,0,0,Legitimate
74610.0,17.99,0,0,0,Legitimate
73964.0,6.28,0,0,0,Legitimate
152453.0,1.0,0,0,0,Legitimate
84625.0,1.0,0,0,0,Legitimate
119749.0,94.35,0,0,0,Legitimate
44132.0,246.76,0,0,0,Legitimate
151853.0,130.34,0,0,0,Legitimate
163814.0,9.03,0,0,0,Legitimate
28504.0,52.33,0,0,0,Legitimate
151806.0,27.75,0,0,0,Legitimate
150838.0,9.99,0,0,0,Legitimate
40405.0,18.96,0,0,0,Legitimate
20096.0,2.69,0,0,0,Legitimate
170968.0,40.0,0,0,0,Legitimate
142815.0,105.88,0,0,0,Legitimate
163237.0,2.69,0,0,0,Legitimate
68803.0,39.0,0,0,0,Legitimate
143824.0,1.98,0,0,0,Legitimate
15808.0,19.08,0,0,0,Legitimate
160356.0,52.9,0,0,0,Legitimate
163152.0,7.56,0,1,0,Legitimate
65696.0,268.76,0,0,0,Legitimate
138927.0,15.0,0,0,0,Legitimate
144465.0,22.99,0,0,0,Legitimate
145672.0,31.46,0,0,0,Legitimate
49879.0,54.95,0,0,0,Legitimate
78786.0,1.0,0,0,0,Legitimate
143214.0,282.0,0,0,0,Legitimate
140085.0,5.39,0,0,0,Legitimate
56089.0,343.47,0,0,0,Legitimate
162667.0,2.0,0,0,0,Legitimate
159466.0,0.99,0,0,0,Legitimate
50252.0,150.0,0,0,0,Legitimate
140240.0,1.98,0,0,0,Legitimate
114096.0,14.99,0,0,0,Legitimate
158186.0,51.61,0,0,0,Legitimate
137981.0,18.88,0,0,0,Legitimate
151264.0,204.92,0,0,0,Legitimate
37576.0,90.0,0,0,0,Legitimate
120773.0,29.0,0,0,0,Legitimate
160639.0,21.41,0,0,0,Legitimate
56081.0,75.08,0,0,0,Legitimate
78584.0,86.0,0,0,0,Legitimate
81138.0,5.0,0,0,0,Legitimate
135139.0,492.9,0,0,0,Legitimate
62111.0,474.07,0,0,0,Legitimate
67409.0,93.95,0,0,0,Legitimate
170194.0,9.12,0,0,0,Legitimate
129325.0,19.5,0,0,0,Legitimate
49736.0,389.98,0,0,0,Legitimate
100065.0,93.07,0,0,0,Legitimate
133765.0,124.0,0,0,0,Legitimate
129955.0,56.71,0,0,0,Legitimate
85687.0,84.17,0,0,0,Legitimate
58609.0,34.95,0,0,0,Legitimate
128751.0,4.26,0,0,0,Legitimate
134316.0,196.58,0,0,0,Legitimate
151150.0,0.01,0,0,0,Legitimate
148869.0,22.44,0,1,0,Legitimate
113514.0,30.0,0,0,0,Legitimate
148406.0,7.25,0,0,0,Legitimate
47394.0,1.0,0,0,0,Legitimate
44528.0,4.8,0,0,0,Legitimate
125240.0,25.0,0,0,0,Legitimate
57970.0,56.12,0,0,0,Legitimate
128723.0,74.7,0,0,0,Legitimate
87386.0,7.25,0,0,0,Legitimate
69305.0,50.6,0,0,0,Legitimate
70726.0,86.46,0,0,0,Legitimate
44529.0,44.99,0,0,0,Legitimate
165561.0,0.76,0,0,0,Legitimate
64468.0,1.0,0,0,0,Legitimate
100114.0,9.99,0,0,0,Legitimate
137332.0,9.0,0,0,0,Legitimate
142232.0,1.0,0,0,0,Legitimate
937.0,158.0,0,0,0,Legitimate
126380.0,284.83,0,0,0,Legitimate
167362.0,28.0,0,0,0,Legitimate
41851.0,408.8,0,0,0,Legitimate
144935.0,122.0,0,0,0,Legitimate
38993.0,363.04,0,0,0,Legitimate
51752.0,25.1,0,0,0,Legitimate
140143.0,67.89,0,0,0,Legitimate
48.0,21.66,0,0,0,Legitimate
32346.0,0.89,0,0,0,Legitimate
80002.0,1139.24,0,0,0,Legitimate
33439.0,1.29,0,0,0,Legitimate
78630.0,12.1,0,0,0,Legitimate
53442.0,440.67,0,0,0,Legitimate
148032.0,90.0,0,0,0,Legitimate
119746.0,22.66,0,0,0,Legitimate
151134.0,1.0,0,0,0,Legitimate
97659.0,29.95,0,0,0,Legitimate
109007.0,233.16,0,0,0,Legitimate
135396.0,23.68,0,0,0,Legitimate
151224.0,1.0,0,0,0,Legitimate
125131.0,15.0,0,0,0,Legitimate
120423.0,3.59,0,0,0,Legitimate
14323.0,9.99,0,0,0,Legitimate
165722.0,4.49,0,0,0,Legitimate
160119.0,5.0,0,0,0,Legitimate
80813.0,104.75,0,0,0,Legitimate
132626.0,440.93,0,0,0,Legitimate
1959.0,227.39,0,0,0,Legitimate
122676.0,7.49,0,1,0,Legitimate
33906.0,78.0,0,0,0,Legitimate
83032.0,1.0,0,0,0,Legitimate
67547.0,6.25,0,0,0,Legitimate
145212.0,5.99,0,0,0,Legitimate
31644.0,33.23,0,0,0,Legitimate
58052.0,9.99,0,0,0,Legitimate
83126.0,49.59,0,0,0,Legitimate
67578.0,2.0,0,0,0,Legitimate
127697.0,125.0,0,0,0,Legitimate
80269.0,59.9,0,0,0,Legitimate
61539.0,253.92,0,0,0,Legitimate
146583.0,1.79,0,1,0,Legitimate
40978.0,15.0,0,0,0,Legitimate
42930.0,40.78,0,0,0,Legitimate
72506.0,8.91,0,0,0,Legitimate
141645.0,20.98,0,0,0,Legitimate
140684.0,165.93,0,0,0,Legitimate
65342.0,29.98,0,0,0,Legitimate
49070.0,3.58,0,0,0,Legitimate
148948.0,98.89,0,0,0,Legitimate
114788.0,1.0,0,0,0,Legitimate
83955.0,1.98,0,0,0,Legitimate
172786.0,0.77,0,1,0,Legitimate
46846.0,3.0,0,0,0,Legitimate
55610.0,0.99,0,0,0,Legitimate
72616.0,9.99,0,0,0,Legitimate
65394.0,4.44,0,0,0,Legitimate
74402.0,12.31,0,0,0,Legitimate
28398.0,89.99,0,1,0,Legitimate
668.0,3.1,0,0,0,Legitimate
140354.0,29.8,0,0,0,Legitimate
48999.0,144.0,0,0,0,Legitimate
153793.0,5.9,0,0,0,Legitimate
128421.0,27.45,0,0,0,Legitimate
147844.0,1.0,0,0,0,Legitimate
124283.0,1.79,0,0,0,Legitimate
45472.0,0.76,0,0,0,Legitimate
40075.0,54.9,0,0,0,Legitimate
103.0,4.19,0,0,0,Legitimate
87637.0,15.27,0,0,0,Legitimate
89086.0,10.99,0,0,0,Legitimate
